iter	Passed	Remaining
533	41196	113097
534	41283	113048
535	41364	112980
536	41459	112952
537	41554	112923
538	41652	112901
539	41743	112862
540	41830	112811
541	41917	112759
542	42008	112718
543	42095	112668
544	42195	112649
545	42293	112627
546	42389	112599
547	42483	112564
548	42566	112503
549	42652	112447
550	42735	112383
551	42824	112336
552	42903	112262
553	42997	112226
554	43083	112172
555	43171	112120
556	43253	112054
557	43343	112008
558	43425	111942
559	43509	111881
560	43595	111825
561	43690	111791
562	43776	111735
563	43868	111694
564	43968	111671
565	44063	111638
566	44160	111608
567	44248	111555
568	44325	111476
569	44422	111445
570	44508	111388
571	44593	111328
572	44683	111279
573	44759	111197
574	44848	111145
575	44931	111081
576	45026	111045
577	45113	110988
578	45201	110935
579	45279	110855
580	45365	110798
581	45457	110753
582	45542	110692
583	45636	110653
584	45726	110602
585	45816	110552
586	45915	110526
587	46010	110486
588	46095	110424
589	46186	110377
590	46277	110330
591	46367	110278
592	46458	110231
593	46554	110194
594	46644	110142
595	46731	110085
596	46835	110067
597	46921	110005
598	47026	109989
599	47122	109952
600	47206	109886
601	47293	109826
602	47372	109750
603	47462	109698
604	47539	109615
605	47617	109536
606	47707	109484
607	47785	109404
608	47872	109343
609	47964	109296
610	48045	109222
611	48125	109147
612	48220	109104
613	48314	109061
614	48401	109001
615	48485	108935
616	48574	108878
617	48656	108807
618	48738	108737
619	48825	108675
620	48919	108631
621	49009	108576
622	49106	108538
623	49190	108471
624	49278	108412
625	49368	108357
626	49452	108291
627	49537	108225
628	49625	108167
629	49723	108128
630	49805	108057
631	49894	108000
632	49983	107942
633	50062	107863
634	50146	107794
635	50242	107752
636	50327	107687
637	50417	107630
638	50501	107562
639	50593	107511
640	50673	107434
641	50752	107355
642	50832	107278
643	50918	107214
644	51011	107163
645	51100	107105
646	51175	107018
647	51265	106962
648	51353	106901
649	51434	106825
650	51510	106740
651	51599	106681
652	51683	106612
653	51771	106550
654	51853	106477
655	51946	106427
656	52028	106353
657	52115	106291
658	52206	106234
659	52298	106182
660	52382	106112
661	52474	106058
662	52568	106009
663	52664	105964
664	52758	105913
665	52852	105863
666	52946	105813
667	53026	105735
668	53118	105681
669	53204	105614
670	53287	105543
671	53365	105461
672	53450	105391
673	53536	105326
674	53620	105254
675	53696	105168
676	53775	105087
677	53855	105010
678	53941	104943
679	54016	104856
680	54124	104832
681	54204	104752
682	54295	104694
683	54379	104625
684	54457	104542
685	54541	104470
686	54627	104403
687	54733	104376
688	54810	104290
689	54902	104235
690	54977	104147
691	55059	104072
692	55142	103998
693	55219	103913
694	55303	103843
695	55387	103771
696	55464	103688
697	55551	103622
698	55633	103546
699	55720	103481
700	55801	103404
701	55895	103351
702	55974	103269
703	56058	103198
704	56139	103121
705	56218	103041
706	56303	102971
707	56392	102908
708	56479	102841
709	56568	102780
710	56649	102702
711	56749	102659
712	56840	102599
713	56938	102553
714	57033	102500
715	57116	102427
716	57213	102378
717	57299	102308
718	57383	102237
719	57468	102166
720	57547	102085
721	57633	102016
722	57715	101939
723	57806	101880
724	57905	101833
725	57998	101777
726	58087	101712
727	58178	101652
728	58276	101604
729	58369	101546
730	58463	101491
731	58555	101432
732	58640	101360
733	58733	101303
734	58820	101235
735	58914	101179
736	59006	101119
737	59099	101062
738	59187	100995
739	59279	100936
740	59365	100864
741	59451	100795
742	59540	100730
743	59620	100649
744	59709	100584
745	59806	100531
746	59903	100480
747	59995	100420
748	60095	100373
749	60173	100289
750	60268	100233
751	60356	100165
752	60443	100096
753	60534	100034
754	60616	99956
755	60712	99901
756	60802	99838
757	60900	99786
758	60987	99717
759	61068	99638
760	61155	99568
761	61239	99494
762	61328	99428
763	61417	99360
764	61503	99289
765	61583	99209
766	61671	99141
767	61771	99091
768	61854	99014
769	61930	98928
770	62018	98859
771	62101	98783
772	62190	98716
773	62279	98649
774	62371	98586
775	62458	98517
776	62545	98447
777	62635	98381
778	62727	98317
779	62804	98232
780	62883	98149
781	62957	98059
782	63041	97984
783	63124	97907
784	63210	97835
785	63292	97756
786	63388	97700
787	63492	97656
788	63588	97599
789	63681	97537
790	63774	97475
791	63887	97443
792	63974	97373
793	64062	97303
794	64154	97239
795	64247	97178
796	64340	97115
797	64428	97046
798	64516	96977
799	64606	96909
800	64696	96843
801	64791	96783
802	64888	96727
803	64981	96663
804	65065	96587
805	65153	96517
806	65243	96450
807	65326	96372
808	65409	96295
809	65499	96227
810	65599	96175
811	65680	96094
812	65769	96024
813	65852	95947
814	65951	95892
815	66033	95814
816	66120	95741
817	66211	95674
818	66291	95592
819	66375	95515
820	66467	95450
821	66550	95372
822	66623	95279
823	66696	95187
824	66779	95110
825	66855	95022
826	66937	94943
827	67015	94857
828	67098	94779
829	67174	94691
830	67257	94613
831	67334	94527
832	67409	94438
833	67486	94351
834	67560	94260
835	67635	94171
836	67711	94084
837	67797	94010
838	67881	93933
839	67955	93843
840	68026	93748
841	68111	93672
842	68197	93599
843	68270	93507
844	68346	93419
845	68453	93374
846	68520	93275
847	68601	93194
848	68677	93106
849	68768	93039
850	68842	92949
851	68915	92857
852	68993	92773
853	69079	92698
854	69166	92626
855	69248	92546
856	69325	92461
857	69402	92375
858	69504	92322
859	69583	92238
860	69653	92142
861	69738	92067
862	69807	91971
863	69889	91891
864	69967	91807
865	70043	91719
866	70120	91633
867	70208	91562
868	70290	91482
869	70375	91407
870	70464	91336
871	70539	91248
872	70621	91168
873	70723	91115
874	70816	91049
875	70892	90962
876	70976	90885
877	71065	90814
878	71153	90743
879	71259	90693
880	71339	90611
881	71418	90528
882	71494	90441
883	71568	90351
884	71644	90264
885	71737	90198
886	71820	90120
887	71908	90048
888	72006	89988
889	72100	89923
890	72183	89843
891	72266	89765
892	72338	89674
893	72421	89594
894	72499	89510
895	72583	89433
896	72663	89351
897	72753	89280
898	72837	89203
899	72916	89120
900	72997	89039
901	73109	88996
902	73187	88911
903	73266	88827
904	73352	88752
905	73429	88665
906	73511	88586
907	73589	88502
908	73670	88421
909	73751	88339
910	73830	88256
911	73907	88170
912	73983	88083
913	74063	88000
914	74158	87936
915	74238	87854
916	74319	87773
917	74403	87695
918	74473	87601
919	74563	87531
920	74648	87454
921	74726	87370
922	74806	87287
923	74886	87205
924	74962	87118
925	75053	87049
926	75135	86968
927	75226	86899
928	75303	86813
929	75387	86735
930	75483	86672
931	75584	86614
932	75679	86548
933	75770	86479
934	75856	86403
935	75949	86335
936	76037	86262
937	76120	86183
938	76208	86110
939	76290	86029
940	76384	85963
941	76478	85895
942	76571	85827
943	76682	85780
944	76781	85718
945	76877	85654
946	76961	85575
947	77058	85512
948	77149	85441
949	77233	85363
950	77311	85278
951	77406	85212
952	77485	85128
953	77571	85052
954	77684	85005
955	77772	84931
956	77863	84860
957	77951	84786
958	78031	84704
959	78129	84639
960	78228	84577
961	78317	84504
962	78411	84436
963	78506	84370
964	78609	84311
965	78705	84246
966	78821	84201
967	78927	84145
968	79013	84069
969	79104	83997
970	79190	83920
971	79269	83836
972	79363	83768
973	79439	83680
974	79533	83612
975	79621	83537
976	79726	83479
977	79817	83408
978	79909	83337
979	79984	83248
980	80072	83174
981	80157	83096
982	80243	83018
983	80337	82950
984	80425	82874
985	80509	82796
986	80601	82724
987	80684	82644
988	80768	82565
989	80856	82490
990	80948	82419
991	81035	82342
992	81134	82278
993	81218	82198
994	81305	82122
995	81394	82048
996	81482	81972
997	81563	81890
998	81654	81817
999	81757	81757
1000	81848	81684
1001	81935	81607
1002	82026	81535
1003	82115	81461
1004	82201	81383
1005	82291	81310
1006	82376	81231
1007	82467	81158
1008	82553	81080
1009	82642	81005
1010	82725	80925
1011	82805	80841
1012	82896	80768
1013	82985	80694
1014	83080	80624
1015	83171	80551
1016	83254	80471
1017	83346	80399
1018	83436	80324
1019	83515	80239
1020	83607	80168
1021	83699	80096
1022	83795	80027
1023	83884	79952
1024	83981	79884
1025	84068	79807
1026	84156	79731
1027	84248	79659
1028	84341	79587
1029	84430	79512
1030	84517	79434
1031	84602	79355
1032	84694	79282
1033	84781	79206
1034	84880	79140
1035	84978	79072
1036	85073	79003
1037	85155	78920
1038	85243	78843
1039	85330	78766
1040	85422	78693
1041	85516	78622
1042	85619	78559
1043	85708	78484
1044	85800	78411
1045	85892	78338
1046	85976	78257
1047	86067	78183
1048	86152	78103
1049	86242	78028
1050	86341	77962
1051	86429	77884
1052	86522	77813
1053	86618	77743
1054	86700	77660
1055	86800	77594
1056	86884	77513
1057	86982	77446
1058	87060	77359
1059	87148	77282
1060	87236	77205
1061	87330	77133
1062	87414	77053
1063	87510	76982
1064	87605	76911
1065	87700	76840
1066	87792	76767
1067	87880	76690
1068	87974	76617
1069	88056	76535
1070	88148	76461
1071	88236	76383
1072	88326	76308
1073	88417	76233
1074	88512	76162
1075	88603	76086
1076	88689	76008
1077	88782	75934
1078	88869	75856
1079	88961	75782
1080	89055	75709
1081	89142	75631
1082	89222	75546
1083	89308	75467
1084	89392	75385
1085	89483	75311
1086	89579	75240
1087	89666	75161
1088	89746	75076
1089	89840	75004
1090	89925	74924
1091	90047	74874
1092	90135	74796
1093	90223	74718
1094	90315	74644
1095	90395	74559
1096	90484	74482
1097	90586	74415
1098	90678	74341
1099	90771	74267
1100	90856	74187
1101	90947	74111
1102	91041	74038
1103	91125	73956
1104	91216	73880
1105	91307	73805
1106	91392	73725
1107	91477	73644
1108	91569	73569
1109	91653	73487
1110	91754	73419
1111	91849	73347
1112	91938	73269
1113	92025	73191
1114	92113	73112
1115	92205	73037
1116	92297	72961
1117	92389	72886
1118	92484	72814
1119	92575	72737
1120	92667	72662
1121	92756	72584
1122	92847	72508
1123	92935	72430
1124	93033	72359
1125	93125	72283
1126	93219	72210
1127	93304	72128
1128	93392	72050
1129	93472	71965
1130	93569	71893
1131	93667	71822
1132	93760	71748
1133	93855	71674
1134	93938	71592
1135	94024	71511
1136	94108	71429
1137	94195	71350
1138	94294	71279
1139	94380	71199
1140	94460	71114
1141	94560	71044
1142	94654	70969
1143	94754	70900
1144	94837	70817
1145	94935	70745
1146	95016	70661
1147	95101	70580
1148	95186	70499
1149	95270	70417
1150	95359	70338
1151	95446	70258
1152	95532	70178
1153	95615	70096
1154	95712	70023
1155	95788	69935
1156	95882	69860
1157	95964	69776
1158	96056	69700
1159	96148	69624
1160	96240	69548
1161	96323	69465
1162	96424	69396
1163	96522	69323
1164	96616	69248
1165	96699	69165
1166	96789	69087
1167	96876	69007
1168	96966	68929
1169	97045	68843
1170	97138	68768
1171	97230	68691
1172	97315	68610
1173	97402	68530
1174	97489	68449
1175	97576	68370
1176	97659	68287
1177	97744	68205
1178	97828	68123
1179	97924	68049
1180	98014	67970
1181	98094	67885
1182	98184	67807
1183	98276	67730
1184	98364	67651
1185	98457	67575
1186	98547	67497
1187	98634	67416
1188	98732	67344
1189	98827	67269
1190	98915	67189
1191	99011	67115
1192	99100	67036
1193	99185	66954
1194	99283	66881
1195	99370	66801
1196	99461	66723
1197	99561	66651
1198	99659	66578
1199	99749	66499
1200	99836	66418
1201	99923	66338
1202	100008	66256
1203	100091	66173
1204	100175	66090
1205	100275	66019
1206	100372	65945
1207	100474	65874
1208	100566	65796
1209	100653	65715
1210	100738	65633
1211	100823	65552
1212	100914	65474
1213	101001	65392
1214	101091	65314
1215	101201	65248
1216	101292	65170
1217	101378	65088
1218	101514	65039
1219	101598	64956
1220	101690	64878
1221	101779	64799
1222	101872	64721
1223	101964	64644
1224	102045	64559
1225	102139	64483
1226	102220	64398
1227	102304	64314
1228	102394	64235
1229	102503	64169
1230	102587	64085
1231	102668	64001
1232	102755	63919
1233	102838	63836
1234	102921	63753
1235	103021	63679
1236	103107	63597
1237	103200	63521
1238	103291	63442
1239	103394	63370
1240	103491	63295
1241	103578	63214
1242	103661	63130
1243	103742	63046
1244	103834	62968
1245	103924	62888
1246	104012	62808
1247	104100	62727
1248	104183	62643
1249	104270	62562
1250	104354	62479
1251	104447	62401
1252	104551	62330
1253	104639	62249
1254	104727	62168
1255	104819	62090
1256	104911	62012
1257	104998	61930
1258	105087	61850
1259	105180	61772
1260	105264	61689
1261	105352	61608
1262	105438	61526
1263	105519	61441
1264	105601	61357
1265	105694	61279
1266	105771	61192
1267	105868	61116
1268	105963	61039
1269	106051	60958
1270	106142	60879
1271	106230	60798
1272	106315	60715
1273	106409	60638
1274	106499	60558
1275	106594	60481
1276	106684	60401
1277	106770	60319
1278	106857	60237
1279	106959	60164
1280	107056	60088
1281	107151	60011
1282	107240	59931
1283	107329	59850
1284	107427	59775
1285	107509	59690
1286	107604	59613
1287	107698	59535
1288	107786	59454
1289	107873	59372
1290	107966	59293
1291	108064	59218
1292	108156	59139
1293	108246	59058
1294	108325	58972
1295	108418	58893
1296	108501	58809
1297	108589	58728
1298	108670	58643
1299	108759	58563
1300	108849	58482
1301	108945	58405
1302	109038	58326
1303	109121	58242
1304	109202	58157
1305	109295	58078
1306	109387	57999
1307	109477	57919
1308	109573	57842
1309	109662	57761
1310	109753	57681
1311	109841	57599
1312	109930	57518
1313	110017	57436
1314	110107	57356
1315	110197	57275
1316	110290	57196
1317	110389	57121
1318	110483	57042
1319	110579	56964
1320	110670	56885
1321	110774	56811
1322	110870	56734
1323	110953	56649
1324	111039	56567
1325	111126	56484
1326	111205	56398
1327	111299	56320
1328	111398	56244
1329	111485	56161
1330	111571	56078
1331	111658	55996
1332	111741	55912
1333	111829	55831
1334	111920	55750
1335	112005	55667
1336	112090	55584
1337	112183	55504
1338	112271	55423
1339	112376	55349
1340	112468	55269
1341	112560	55189
1342	112642	55104
1343	112736	55026
1344	112825	54944
1345	112910	54861
1346	113004	54782
1347	113092	54700
1348	113183	54620
1349	113274	54539
1350	113361	54457
1351	113453	54377
1352	113552	54300
1353	113649	54222
1354	113739	54141
1355	113822	54057
1356	113914	53977
1357	113998	53893
1358	114086	53811
1359	114172	53728
1360	114254	53643
1361	114342	53561
1362	114434	53481
1363	114527	53401
1364	114616	53319
1365	114700	53235
1366	114789	53154
1367	114874	53070
1368	114957	52986
1369	115049	52905
1370	115144	52827
1371	115225	52741
1372	115321	52663
1373	115419	52585
1374	115512	52505
1375	115605	52425
1376	115689	52341
1377	115777	52259
1378	115873	52180
1379	115961	52098
1380	116046	52015
1381	116135	51933
1382	116237	51857
1383	116331	51777
1384	116415	51693
1385	116500	51610
1386	116595	51530
1387	116686	51449
1388	116783	51371
1389	116868	51287
1390	116961	51207
1391	117048	51124
1392	117136	51042
1393	117236	50965
1394	117333	50886
1395	117426	50806
1396	117514	50723
1397	117609	50644
1398	117695	50561
1399	117792	50482
1400	117880	50399
1401	117969	50318
1402	118058	50235
1403	118157	50158
1404	118253	50078
1405	118343	49996
1406	118430	49914
1407	118518	49831
1408	118601	49747
1409	118694	49666
1410	118784	49584
1411	118871	49501
1412	118959	49419
1413	119057	49340
1414	119146	49258
1415	119239	49177
1416	119323	49093
1417	119410	49010
1418	119509	48932
1419	119604	48852
1420	119699	48772
1421	119784	48688
1422	119879	48608
1423	119975	48529
1424	120062	48446
1425	120146	48361
1426	120240	48281
1427	120331	48199
1428	120417	48116
1429	120546	48049
1430	120631	47966
1431	120726	47886
1432	120813	47802
1433	120904	47720
1434	120992	47638
1435	121076	47553
1436	121159	47468
1437	121249	47386
1438	121340	47305
1439	121435	47224
1440	121525	47142
1441	121627	47065
1442	121718	46983
1443	121804	46899
1444	121898	46819
1445	121991	46738
1446	122078	46654
1447	122169	46572
1448	122258	46490
1449	122352	46409
1450	122443	46327
1451	122527	46242
1452	122608	46157
1453	122707	46078
1454	122796	45996
1455	122889	45914
1456	122973	45830
1457	123061	45747
1458	123148	45663
1459	123249	45585
1460	123333	45500
1461	123424	45418
1462	123521	45339
1463	123604	45254
1464	123696	45172
1465	123780	45087
1466	123869	45005
1467	123955	44921
1468	124046	44839
1469	124145	44760
1470	124240	44679
1471	124335	44598
1472	124422	44514
1473	124520	44435
1474	124610	44352
1475	124691	44267
1476	124783	44185
1477	124864	44099
1478	124955	44017
1479	125047	43935
1480	125125	43848
1481	125227	43770
1482	125311	43685
1483	125397	43601
1484	125483	43517
1485	125572	43434
1486	125656	43350
1487	125744	43266
1488	125836	43184
1489	125933	43104
1490	126029	43024
1491	126117	42940
1492	126211	42859
1493	126315	42781
1494	126412	42701
1495	126498	42617
1496	126587	42534
1497	126675	42450
1498	126757	42365
1499	126848	42282
1500	126930	42197
1501	127024	42115
1502	127118	42034
1503	127208	41951
1504	127297	41868
1505	127386	41785
1506	127479	41703
1507	127572	41621
1508	127654	41536
1509	127744	41453
1510	127827	41368
1511	127922	41287
1512	128019	41206
1513	128110	41124
1514	128201	41041
1515	128302	40961
1516	128385	40876
1517	128470	40792
1518	128562	40710
1519	128654	40627
1520	128736	40542
1521	128819	40457
1522	128904	40372
1523	128993	40289
1524	129082	40206
1525	129167	40121
1526	129260	40039
1527	129354	39957
1528	129444	39874
1529	129532	39790
1530	129617	39706
1531	129699	39620
1532	129792	39538
1533	129882	39455
1534	129965	39370
1535	130058	39288
1536	130149	39205
1537	130246	39124
1538	130337	39042
1539	130423	38957
1540	130515	38875
1541	130600	38790
1542	130687	38706
1543	130770	38621
1544	130864	38539
1545	130953	38456
1546	131045	38373
1547	131131	38289
1548	131233	38209
1549	131327	38127
1550	131416	38043
1551	131508	37961
1552	131605	37879
1553	131692	37795
1554	131779	37711
1555	131866	37627
1556	131957	37544
1557	132044	37460
1558	132133	37377
1559	132223	37293
1560	132315	37210
1561	132405	37127
1562	132501	37046
1563	132590	36962
1564	132672	36877
1565	132754	36791
1566	132837	36706
1567	132922	36621
1568	133018	36539
1569	133101	36454
1570	133185	36369
1571	133275	36286
1572	133364	36202
1573	133461	36120
1574	133552	36037
1575	133645	35955
1576	133730	35870
1577	133816	35786
1578	133910	35703
1579	134008	35622
1580	134090	35537
1581	134183	35454
1582	134273	35370
1583	134367	35288
1584	134465	35206
1585	134549	35122
1586	134634	35037
1587	134714	34951
1588	134802	34867
1589	134889	34782
1590	134987	34701
1591	135083	34619
1592	135178	34537
1593	135262	34452
1594	135353	34368
1595	135453	34287
1596	135553	34206
1597	135648	34124
1598	135731	34039
1599	135816	33954
1600	135906	33870
1601	135997	33787
1602	136078	33701
1603	136169	33617
1604	136255	33533
1605	136338	33447
1606	136415	33361
1607	136507	33277
1608	136599	33194
1609	136684	33109
1610	136762	33023
1611	136851	32939
1612	136947	32857
1613	137040	32774
1614	137133	32691
1615	137211	32604
1616	137300	32520
1617	137389	32436
1618	137473	32351
1619	137563	32268
1620	137658	32185
1621	137750	32102
1622	137841	32018
1623	137931	31934
1624	138020	31850
1625	138111	31767
1626	138223	31688
1627	138310	31604
1628	138402	31520
1629	138487	31435
1630	138575	31351
1631	138662	31267
1632	138753	31183
1633	138875	31106
1634	138963	31022
1635	139062	30940
1636	139147	30855
1637	139223	30768
1638	139305	30682
1639	139375	30594
1640	139454	30508
1641	139526	30420
1642	139601	30333
1643	139671	30245
1644	139748	30158
1645	139828	30072
1646	139908	29986
1647	139983	29899
1648	140061	29812
1649	140137	29726
1650	140211	29638
1651	140288	29552
1652	140367	29466
1653	140448	29380
1654	140522	29293
1655	140605	29207
1656	140691	29123
1657	140761	29035
1658	140840	28949
1659	140921	28863
1660	141000	28777
1661	141084	28692
1662	141169	28607
1663	141243	28520
1664	141330	28435
