iter	Logloss
164	0.2563907599
165	0.2562526596
166	0.2561140545
167	0.2558203794
168	0.2557431032
169	0.2556365846
170	0.2555348041
171	0.255454726
172	0.2553043948
173	0.2551859522
174	0.2550833225
175	0.2547615381
176	0.2544490131
177	0.2543578253
178	0.2536312652
179	0.2535347449
180	0.2532221293
181	0.2531492454
182	0.253006625
183	0.2527508846
184	0.2526476207
185	0.2525675609
186	0.252443441
187	0.2523302165
188	0.2519851418
189	0.2517265124
190	0.2515268441
191	0.25135186
192	0.2512385578
193	0.2509873169
194	0.2508507274
195	0.2506232912
196	0.2505302548
197	0.2503238786
198	0.2500158073
199	0.2497215074
200	0.2495922533
201	0.2494783943
202	0.2493812589
203	0.2490999651
204	0.2489083127
205	0.2487830604
206	0.2486746301
207	0.248567848
208	0.2481990512
209	0.2479773817
210	0.247529534
211	0.2474052259
212	0.246602725
213	0.2464360157
214	0.2461459072
215	0.2460549942
216	0.2459064868
217	0.2458372476
218	0.2457553004
219	0.2456819167
220	0.2455884915
221	0.2455060659
222	0.2454299479
223	0.2452555153
224	0.2451367012
225	0.2448474349
226	0.2447387134
227	0.2443961864
228	0.2441066855
229	0.2440132345
230	0.2431576382
231	0.2430664366
232	0.2427692621
233	0.2426130547
234	0.242267988
235	0.2421764508
236	0.242060212
237	0.2419092981
238	0.2418411218
239	0.2417490783
240	0.2415394643
241	0.2413871607
242	0.2413211277
243	0.2411350462
244	0.2409680914
245	0.2409107537
246	0.2406535397
247	0.2405901653
248	0.2404849782
249	0.2401948432
250	0.2401354146
251	0.2398937575
252	0.2393560306
253	0.2391951793
254	0.2389791632
255	0.238892995
256	0.2388000913
257	0.2386702697
258	0.2385714892
259	0.2384753898
260	0.2384032696
261	0.2383399387
262	0.2380850745
263	0.2379526477
264	0.2378470332
265	0.2377559631
266	0.2376782134
267	0.2374335605
268	0.2371604932
269	0.2370957725
270	0.2370307778
271	0.2369520468
272	0.2368613021
273	0.2368060468
274	0.2365658982
275	0.2364863506
276	0.2361356633
277	0.2360521556
278	0.2359209701
279	0.2358583833
280	0.235803396
281	0.2357334449
282	0.2355244855
283	0.2354175651
284	0.2353312534
285	0.2352592373
286	0.2351720812
287	0.2349596407
288	0.2347869026
289	0.2345402858
290	0.2344832456
291	0.2343528108
292	0.2342776235
293	0.2342073645
294	0.234143078
295	0.2340233089
296	0.233912291
297	0.2337460645
298	0.2336754771
299	0.2335699593
300	0.2335066768
301	0.2334199578
302	0.2333647879
303	0.2333021848
304	0.2332296795
305	0.2331479014
306	0.2330899617
307	0.2328738447
308	0.2327917885
309	0.2326018372
310	0.2324483577
311	0.2320338838
312	0.2319756664
313	0.2319271157
314	0.2318616858
315	0.2317898776
316	0.2316906725
317	0.2316252023
318	0.2314637178
319	0.231403132
320	0.2313269589
321	0.2312494116
322	0.2310377685
323	0.2309588884
324	0.2309100468
325	0.2308407729
326	0.2305193007
327	0.2304501948
328	0.2303990425
329	0.2301474451
330	0.2300561087
331	0.2299788434
332	0.2298087241
333	0.2296749509
334	0.2295214018
335	0.2294520339
336	0.2293607916
337	0.2293006051
338	0.2292582158
339	0.2292136157
340	0.2290145137
341	0.2289714856
342	0.2289065739
343	0.2287382665
344	0.2286738202
345	0.2285615243
346	0.2284993651
347	0.228441976
348	0.2283752668
349	0.2283107147
350	0.2282434453
351	0.2281218549
352	0.228076916
353	0.2280288459
354	0.2279609406
355	0.2278764131
356	0.22782523
357	0.2277654518
358	0.2277109715
359	0.2276486894
360	0.2275623921
361	0.2275112076
362	0.2274653463
363	0.2273920833
364	0.2273155016
365	0.2272513872
366	0.2271713073
367	0.2270376152
368	0.2269534256
369	0.2269114209
370	0.2268517304
371	0.2267982162
372	0.2267161564
373	0.2265251154
374	0.2264689703
375	0.226394183
376	0.2263499792
377	0.2262934021
378	0.226246474
379	0.2262051464
380	0.2260895773
381	0.2260249738
382	0.22596044
383	0.2259049234
384	0.2258552947
385	0.2258050282
386	0.2257527304
387	0.225702474
388	0.2256565285
389	0.2255884699
390	0.2255418482
391	0.225499412
392	0.2254447919
393	0.225304393
394	0.2252612071
395	0.2252215014
396	0.2251815785
397	0.2251132638
398	0.2250642343
399	0.2250033074
400	0.2249395308
401	0.2248872466
402	0.2248385897
403	0.2247765511
404	0.2247029225
405	0.2246629768
406	0.2245875825
407	0.2245405758
408	0.2244850253
409	0.2244436439
410	0.2244030484
411	0.224293921
412	0.2242415392
413	0.2241854991
414	0.2241416063
415	0.223957944
416	0.2239007143
417	0.2238620292
418	0.2237904156
419	0.2237439441
420	0.2236126685
421	0.2235695784
422	0.2235360112
423	0.2234846513
424	0.223420065
425	0.2233782558
426	0.2233432666
427	0.2232934051
428	0.2232476741
429	0.2231939165
430	0.2231500964
431	0.2229813079
432	0.2229288197
433	0.2228896673
434	0.2228380668
435	0.2227304771
436	0.2226614316
437	0.2226176986
438	0.2225598824
439	0.2225175447
440	0.2224753439
441	0.2224229737
442	0.2223831879
443	0.2222475654
444	0.2222053779
445	0.2221628246
446	0.2221127004
447	0.2220193352
448	0.2219752153
449	0.2219397564
450	0.2219112192
451	0.2218653055
452	0.2217960864
453	0.2217363391
454	0.2216800029
455	0.2216383715
456	0.2215899512
457	0.2215401681
458	0.2214679412
459	0.2214211907
460	0.2212560701
461	0.2212088338
462	0.2211632376
463	0.2210422163
464	0.2209994615
465	0.220947317
466	0.2208004396
467	0.2207520578
468	0.2207116804
469	0.2206725261
470	0.2206020796
471	0.2205351481
472	0.2204889451
473	0.2204399262
474	0.2204061198
475	0.2203700286
476	0.2203120386
477	0.220201419
478	0.2201594434
479	0.2200952751
480	0.2199936879
481	0.2199368821
482	0.2199002237
483	0.2198432976
484	0.2197980278
485	0.21974637
486	0.2196279581
487	0.2195698192
488	0.2195281903
489	0.2194831955
490	0.2194370369
491	0.219390586
492	0.2193257993
493	0.2192816285
494	0.2192440732
495	0.2191793546
496	0.2191048738
497	0.2190718031
498	0.2190261208
499	0.218981215
500	0.2189470791
501	0.2188810253
502	0.2188386056
503	0.2188108052
504	0.2187646085
505	0.2187135072
506	0.2186718968
507	0.2186257186
508	0.2185775395
509	0.2185513223
510	0.2185101434
511	0.2184763918
512	0.2184343848
513	0.2183824307
514	0.2183503262
515	0.2183068977
516	0.2182456279
517	0.2181989747
518	0.2181090378
519	0.2180653485
520	0.2180328783
521	0.2179812499
522	0.2179482083
523	0.217896147
524	0.2178514282
525	0.2177958664
526	0.2177503682
527	0.2176816859
528	0.2176513112
529	0.217600664
530	0.217573869
531	0.217512674
532	0.2174687183
533	0.2174395312
534	0.2173824809
535	0.2173502512
536	0.2172699078
537	0.2172328325
538	0.2171703016
539	0.2171218909
540	0.21707737
541	0.2170331101
542	0.2168423951
543	0.2168009384
544	0.2167449324
545	0.216693052
546	0.216656354
547	0.2165326335
548	0.216500085
549	0.2164568958
550	0.2164022135
551	0.2163644995
552	0.2163340603
553	0.2162952612
554	0.2162664649
555	0.216214892
556	0.216192683
557	0.2161514045
558	0.2161089799
559	0.2160734977
560	0.2160219638
561	0.2159800189
562	0.2159139601
563	0.215872543
564	0.2158242901
565	0.2157760387
566	0.2157298108
567	0.2156759986
568	0.215650991
569	0.2156098529
570	0.2155717579
571	0.2155409335
572	0.2154995073
573	0.2154616274
574	0.2154316083
575	0.2153958785
576	0.2153396106
577	0.2153049504
578	0.2152600675
579	0.2152322536
580	0.2152082639
581	0.2151590686
582	0.2151194505
583	0.2150844284
584	0.2150421293
585	0.215014393
586	0.2149766252
587	0.2149251683
588	0.2148993695
589	0.2148574789
590	0.2148285431
591	0.2147735208
592	0.214728312
593	0.2146752929
594	0.2146409574
595	0.214607284
596	0.2145542737
597	0.2145186409
598	0.2144767108
599	0.2144420776
600	0.2144005875
601	0.2143713331
602	0.2143255038
603	0.2142856236
604	0.2142510861
605	0.2141504575
606	0.2141095169
607	0.2140796387
608	0.2140485601
609	0.2140205479
610	0.2139477061
611	0.2139029057
612	0.2138169232
613	0.2137810562
614	0.2137188382
615	0.2136906475
616	0.2136629111
617	0.2136267294
618	0.2135969554
619	0.2135679233
620	0.2135332373
621	0.2134995978
622	0.2134488631
623	0.2134171876
624	0.2133740377
625	0.2133417649
626	0.2133095762
627	0.2132657057
628	0.2132268311
629	0.2131824044
630	0.2131538966
631	0.213114802
632	0.213085978
633	0.213063808
634	0.2130331487
635	0.2129925947
636	0.2129623584
637	0.2129323861
638	0.2128989538
639	0.2128542696
640	0.2128236105
641	0.2127966916
642	0.212758088
643	0.2127260215
644	0.212697615
645	0.2126673849
646	0.2126107299
647	0.2125766843
648	0.2125493701
649	0.2124546638
650	0.2124160439
651	0.2123787183
652	0.2123432186
653	0.2123092198
654	0.2122744298
655	0.2121518057
656	0.2121205169
657	0.2120879122
658	0.2120519869
659	0.2120221119
660	0.2119860555
661	0.2119496563
662	0.211917986
663	0.2118855601
664	0.2118513866
665	0.2118255566
666	0.2117908328
667	0.2117568942
668	0.2117224067
669	0.2116859938
670	0.2116525037
671	0.2116125841
672	0.2115480049
673	0.2115046786
674	0.2114600454
675	0.2114278937
676	0.2113586515
677	0.2113225342
678	0.2112816101
679	0.2112544005
680	0.2112166316
681	0.211183277
682	0.2111458537
683	0.2111096517
684	0.2110797685
685	0.2110411992
686	0.2110075237
687	0.2109693177
688	0.2109473553
689	0.2109141568
690	0.2108828647
691	0.2108612136
692	0.2108300366
693	0.2107923375
694	0.2107661349
695	0.2107306864
696	0.2107067491
697	0.2106750183
698	0.2106248752
699	0.2105903498
700	0.2105585244
701	0.2105242915
702	0.2104865404
703	0.2104466199
704	0.2104164928
705	0.210376785
706	0.2103425508
707	0.2102880918
708	0.2101951838
709	0.2100943477
710	0.2100631917
711	0.2100244543
712	0.2099933835
713	0.2099530779
714	0.2099176077
715	0.209876064
716	0.2096550744
717	0.2096201205
718	0.2095965121
719	0.2095590477
720	0.209527733
721	0.2094973373
722	0.2094684062
723	0.2094308711
724	0.2093977383
725	0.2093556916
726	0.2093204508
727	0.2092923951
728	0.2092600016
729	0.2092305106
730	0.209199621
731	0.2091583966
732	0.2091223096
733	0.2090904752
734	0.2090682317
735	0.2090298728
736	0.2089984959
737	0.2089662006
738	0.2089322277
739	0.2089105044
740	0.2088874102
741	0.2088389508
742	0.2088089423
743	0.2087808536
744	0.2087526017
745	0.208695485
746	0.208597774
747	0.2085782139
748	0.2085486881
749	0.2085121139
750	0.2084636099
751	0.2084400151
752	0.2084115198
753	0.2083892408
754	0.2083620232
755	0.2083313079
756	0.2082582469
757	0.2082254898
758	0.2081885345
759	0.2081641935
760	0.2081337936
761	0.2081053503
762	0.2080729411
763	0.2080405935
764	0.2080010777
765	0.2079789016
766	0.2079434837
767	0.2078851648
768	0.2078599396
769	0.207786111
770	0.2077473086
771	0.207691513
772	0.2076528844
773	0.20762875
774	0.2075991986
775	0.2075618251
776	0.2075307773
777	0.2075020989
778	0.207472344
779	0.2074336523
780	0.207409663
781	0.2073690687
782	0.2073350516
783	0.2073045085
784	0.2072758872
785	0.2072507631
786	0.2072271626
787	0.2071050517
788	0.2070226385
789	0.2069956112
790	0.2069609846
791	0.2067882425
792	0.2067535913
793	0.2067300679
794	0.2066939781
795	0.2066668964
796	0.2065764174
797	0.2064897618
798	0.2064644812
799	0.2064317393
800	0.2063975575
801	0.2063660269
802	0.2063434399
803	0.20630805
804	0.2062771112
805	0.206251467
806	0.2062181743
807	0.2061725995
808	0.2061494861
809	0.2061256414
810	0.2060962637
811	0.2060661778
812	0.2060396725
813	0.2060170125
814	0.2059802579
815	0.2059466715
816	0.2059105803
817	0.2058728887
818	0.2058436169
819	0.2058179682
820	0.20578471
821	0.2057552527
822	0.2056913231
823	0.205665524
824	0.2056232951
825	0.2055807398
826	0.2055517289
827	0.2055298672
828	0.2055009733
829	0.2054662935
830	0.2054367169
831	0.2054034791
832	0.2053796895
833	0.2053387394
834	0.2053098136
835	0.2052810599
836	0.2052537909
837	0.2052169754
838	0.2051819857
839	0.2051572985
840	0.2051362716
841	0.2050968634
842	0.2050623915
843	0.205023339
844	0.2049962459
845	0.2049531066
846	0.2049349452
847	0.2049099223
848	0.2048842178
849	0.2048625251
850	0.2048125514
851	0.2047846558
852	0.2047603681
853	0.2047324801
854	0.2046846322
855	0.2046548711
856	0.2046121907
857	0.2045779561
858	0.2045388397
859	0.2045136762
860	0.2044898485
861	0.2044576752
862	0.2044346622
863	0.204410607
864	0.2043688771
865	0.2043471803
866	0.20431387
867	0.204286927
868	0.2042562643
869	0.2042340673
870	0.2042068586
871	0.2041481181
872	0.204090245
873	0.2040570663
874	0.2040250852
875	0.2040046762
876	0.2039691317
877	0.2039442713
878	0.2039193588
879	0.2038915733
880	0.2038596591
881	0.2038414241
882	0.2038195128
883	0.2038029324
884	0.2037744595
885	0.2037413545
886	0.2037183138
887	0.2036915636
888	0.2036651872
889	0.2036343625
890	0.2036000357
891	0.2035642179
892	0.2035404468
893	0.2035209525
894	0.2034870171
895	0.2034592284
896	0.2034251437
897	0.2033959677
898	0.2033623873
899	0.2033398035
900	0.2033066533
901	0.2032728259
902	0.203243136
903	0.2032290373
904	0.2031910056
905	0.2031676758
906	0.2031427217
907	0.2031156902
908	0.2030891586
909	0.2030733057
910	0.203028542
911	0.2030077945
912	0.2029814247
913	0.2029620994
914	0.2029345712
915	0.2029080295
916	0.2028784282
917	0.2028455399
918	0.2028268443
919	0.2027818998
920	0.2027523118
921	0.2027306984
922	0.2026981746
923	0.2026688163
924	0.2026471333
925	0.2026150872
926	0.2025914196
927	0.2025663529
928	0.2025358985
929	0.2025005675
930	0.2024783537
931	0.2024417453
932	0.2024129127
933	0.202389502
934	0.2023614392
935	0.2022985103
936	0.2022669501
937	0.2022352337
938	0.2022128062
939	0.2021600963
940	0.2021277713
941	0.2021047142
942	0.2020804016
943	0.2020574337
944	0.2020328667
945	0.20199941
946	0.2019797036
947	0.2018967546
948	0.2018677469
949	0.2018491865
950	0.2018305547
951	0.2018071677
952	0.2017755989
953	0.2017493949
954	0.2017276726
955	0.201697481
956	0.2016765605
957	0.2016506962
958	0.2016266299
959	0.2015968975
960	0.2015631392
961	0.2015397624
962	0.2015137096
963	0.2014843725
964	0.2014533728
965	0.2014303214
966	0.2013991872
967	0.2013702082
968	0.2013301182
969	0.2013099571
970	0.2012833995
971	0.2012600402
972	0.2012317505
973	0.2011841576
974	0.2010971003
975	0.2010701466
976	0.2010279536
977	0.2009936038
978	0.2009697011
979	0.2009532278
980	0.2009331535
981	0.2009010061
982	0.2008798751
983	0.2007637608
984	0.2007360573
985	0.2007088895
986	0.2006598356
987	0.2006364653
988	0.2006116797
989	0.2005730529
990	0.2005490575
991	0.2005247793
992	0.2004975354
993	0.2004680875
994	0.2004435492
995	0.200413568
996	0.2003870254
997	0.2003671221
998	0.2003368621
999	0.2002953748
1000	0.2002696504
1001	0.2002400113
1002	0.2002196932
1003	0.200197767
1004	0.2001742626
1005	0.2001495076
1006	0.2001177427
1007	0.2000911101
1008	0.2000338354
1009	0.2000112958
1010	0.1999905076
1011	0.1999658187
1012	0.1999317086
1013	0.1998958604
1014	0.199868288
1015	0.1998366205
1016	0.1998105747
1017	0.1997847484
1018	0.1997641536
1019	0.1997437812
1020	0.1997242249
1021	0.1997009097
1022	0.1996313987
1023	0.1996041694
1024	0.1995750499
1025	0.1995540727
1026	0.1995345499
1027	0.1995001115
1028	0.1994801866
1029	0.1994283242
1030	0.1994052821
1031	0.1993824474
1032	0.1993629652
1033	0.1993308101
1034	0.1993036192
1035	0.1992820821
1036	0.1992487564
1037	0.1992283288
1038	0.1992043308
1039	0.1991781065
1040	0.1991371427
1041	0.1991011006
1042	0.1990772582
1043	0.1990561464
1044	0.1990330166
1045	0.1989936966
1046	0.1989654623
1047	0.1989383614
1048	0.1989103333
1049	0.1988786895
1050	0.1988463307
1051	0.1988104834
1052	0.1987828072
1053	0.1987603041
1054	0.1987304359
1055	0.1987030224
1056	0.1986804582
1057	0.1986514942
1058	0.1986337528
1059	0.1986064529
1060	0.1985411469
1061	0.1985207934
1062	0.1985036911
1063	0.1984689655
1064	0.1984348061
1065	0.1983964656
1066	0.1983757016
1067	0.1983593953
1068	0.1983390529
1069	0.1983201546
1070	0.1982863639
1071	0.198260233
1072	0.1982336026
1073	0.1982111443
1074	0.1981911219
1075	0.1981608658
1076	0.1981356956
1077	0.1981144961
1078	0.1980850791
1079	0.1980660419
1080	0.1980390301
1081	0.1980063506
1082	0.1979828687
1083	0.1979647792
1084	0.1979383661
1085	0.1979150207
1086	0.1978924319
1087	0.1978753301
1088	0.197856991
1089	0.1977920619
1090	0.1977702399
1091	0.1977464124
1092	0.1977194033
1093	0.1976988037
1094	0.1976790824
1095	0.1976510222
1096	0.1976269114
1097	0.1976090895
1098	0.1975853714
1099	0.1975560053
1100	0.1975382121
1101	0.1975057919
1102	0.1974845509
1103	0.197467864
1104	0.1974340663
1105	0.1974169304
1106	0.1973974658
1107	0.1973760778
1108	0.1973526441
1109	0.1973120499
1110	0.1972778515
1111	0.1972514251
1112	0.1972184651
1113	0.197196321
1114	0.1971663973
1115	0.1971326677
1116	0.1970994553
1117	0.1970727478
1118	0.1970431054
1119	0.1970131613
1120	0.196991821
1121	0.1969593341
1122	0.1969338834
1123	0.1969091533
1124	0.1968851869
1125	0.1968618136
1126	0.1968322831
1127	0.1968089386
1128	0.1967802341
1129	0.1967582584
1130	0.1967267079
1131	0.1966842641
1132	0.1966630275
1133	0.1966403873
1134	0.1966154663
1135	0.1965952786
1136	0.1965700531
1137	0.1965538175
1138	0.1965223571
1139	0.1965035711
1140	0.1964863857
1141	0.1964584302
1142	0.1964363544
1143	0.1964110095
1144	0.1963877015
1145	0.196363834
1146	0.1963480367
1147	0.1963183244
1148	0.196299644
1149	0.1962720554
1150	0.1962560707
1151	0.1962324787
1152	0.1962086822
1153	0.1961823767
1154	0.1961501664
1155	0.1961264674
1156	0.1960976528
1157	0.196071787
1158	0.1960449375
1159	0.1959915895
1160	0.1959632571
1161	0.1959431064
1162	0.1959191157
1163	0.1958946012
1164	0.1958708938
1165	0.1958432048
1166	0.1958216387
1167	0.1957998561
1168	0.1957736824
1169	0.1957448958
1170	0.1957226224
1171	0.1956898123
1172	0.1956436191
1173	0.1956278104
1174	0.1956020632
1175	0.1955798099
1176	0.1955637866
1177	0.1955472891
1178	0.1955248558
1179	0.1954907105
1180	0.1954718062
1181	0.195448689
1182	0.1954216329
1183	0.1954019786
1184	0.1953757173
1185	0.1953534415
1186	0.1953252683
1187	0.1953020161
1188	0.1952767192
1189	0.1952491165
1190	0.195221936
1191	0.1951991173
1192	0.1951741584
1193	0.1951529417
1194	0.1951184058
1195	0.1950957983
1196	0.1950804752
1197	0.1950633737
1198	0.1950423398
1199	0.1950069012
1200	0.1949920666
1201	0.1949696571
1202	0.1949472732
1203	0.1949253869
1204	0.194912268
1205	0.19487353
1206	0.1948369659
1207	0.1948145259
1208	0.1947883929
1209	0.1947714848
1210	0.1947475074
1211	0.1947144232
1212	0.1946903064
1213	0.194662994
1214	0.1946385319
1215	0.1946082785
1216	0.1945901746
1217	0.1945746397
1218	0.194546589
1219	0.1945246075
1220	0.1945008684
1221	0.1944689812
1222	0.194448621
1223	0.1944301577
1224	0.1944138121
1225	0.1943801652
1226	0.1943592871
1227	0.1943315942
1228	0.1943074615
1229	0.1942855237
1230	0.1942706202
1231	0.1942543806
1232	0.1942254793
1233	0.1942055534
1234	0.1941934066
1235	0.19416267
1236	0.1941343064
1237	0.1940831281
1238	0.1940555514
1239	0.1939864441
1240	0.1939549755
1241	0.1939361837
1242	0.1939201043
1243	0.1938966967
1244	0.193876308
1245	0.1938507689
1246	0.193824675
1247	0.1938016753
1248	0.1937849322
1249	0.1937571032
1250	0.1937298126
1251	0.1937062278
1252	0.1936658485
1253	0.1936414201
1254	0.1936251845
1255	0.1936041593
1256	0.1935747581
1257	0.1935616739
1258	0.1935358957
1259	0.1935142087
1260	0.1934960622
1261	0.1934724931
1262	0.1934548495
1263	0.1934325931
1264	0.1934076257
1265	0.1933839749
1266	0.1933701521
1267	0.193349357
1268	0.193326168
1269	0.1932995596
1270	0.1932774027
1271	0.1932629753
1272	0.1932428356
1273	0.1932109115
1274	0.1931887806
1275	0.1931614542
1276	0.1931397857
1277	0.1931118589
1278	0.1930944464
1279	0.1930303744
1280	0.1930007131
1281	0.1929644708
1282	0.1929267486
1283	0.1928989471
1284	0.1928812191
1285	0.192865606
1286	0.1928458971
1287	0.192817125
1288	0.1928000018
1289	0.1927761909
1290	0.1927438058
1291	0.1927155804
1292	0.1926837094
1293	0.192659963
1294	0.1926424277
1295	0.192624917
1296	0.1925999311
1297	0.1925773737
1298	0.192562041
1299	0.1925324962
1300	0.1925001494
1301	0.1924732267
1302	0.1923821341
1303	0.192364953
1304	0.1923451471
1305	0.1923208821
1306	0.1923012748
1307	0.1922814933
1308	0.192247477
1309	0.1922209871
1310	0.1921941292
1311	0.1921458965
1312	0.1921177498
1313	0.1920969779
1314	0.1920688338
1315	0.1920401874
1316	0.1920186953
1317	0.1919947596
1318	0.1919735363
1319	0.1919439054
1320	0.1919268276
1321	0.1918966511
1322	0.1918646966
1323	0.1918432176
1324	0.191827513
1325	0.1918093023
1326	0.1917933246
1327	0.1917749342
1328	0.1917565477
1329	0.1917411346
1330	0.1917050088
1331	0.191675011
1332	0.1916566144
1333	0.191631456
1334	0.1916114851
1335	0.1915923083
1336	0.1915744227
1337	0.1915522996
1338	0.1915323241
1339	0.1915069998
1340	0.1914840853
1341	0.1914666225
1342	0.1914486869
1343	0.1914292075
1344	0.1914066752
1345	0.1913805451
1346	0.1913483758
1347	0.1913239024
1348	0.1913031459
1349	0.1912803101
1350	0.1912599835
1351	0.1912390662
1352	0.1912114078
1353	0.1911905469
1354	0.1911627673
1355	0.1911374545
1356	0.1911145551
1357	0.1910897092
1358	0.1910671109
1359	0.1910085186
1360	0.1909893669
1361	0.1909715065
1362	0.1909409487
1363	0.1909206506
1364	0.1909019976
1365	0.1908843938
1366	0.1908630155
1367	0.1908467041
1368	0.1908229814
1369	0.190803805
1370	0.190779911
1371	0.190753509
1372	0.1907370524
1373	0.1907152953
1374	0.1906935699
1375	0.1906646037
1376	0.1906443927
1377	0.190628752
1378	0.1906099958
1379	0.190585513
1380	0.1905674784
1381	0.190551543
1382	0.1905233355
1383	0.1905057042
1384	0.1904880229
1385	0.1904759576
1386	0.1904529499
1387	0.1904144603
1388	0.1903870111
1389	0.1903730882
1390	0.1903504402
1391	0.1903216149
1392	0.1903055124
1393	0.1902875857
1394	0.1902607766
1395	0.1902359148
1396	0.1902059821
1397	0.190186877
1398	0.1901697634
1399	0.1901383178
1400	0.1900854897
1401	0.1900684203
1402	0.1900511004
1403	0.1900338846
1404	0.1900092262
1405	0.1899840733
1406	0.189959232
1407	0.1899369689
1408	0.1899201736
1409	0.1898912704
1410	0.1898685306
1411	0.1898536501
1412	0.1898201109
1413	0.1897933119
1414	0.1897671831
1415	0.1897511744
1416	0.1897383621
1417	0.1897198076
1418	0.1896870005
1419	0.1896652081
1420	0.1896475348
1421	0.1896276251
1422	0.1895996161
1423	0.189573315
1424	0.1895493297
1425	0.1895245973
1426	0.1894979007
1427	0.1894799733
1428	0.1894457641
1429	0.18942593
1430	0.1894038685
1431	0.1893335532
1432	0.1893171957
1433	0.1892955315
1434	0.1892796041
1435	0.1892549479
1436	0.1892398272
1437	0.1892215001
1438	0.1892019265
1439	0.1891767274
1440	0.1891530399
1441	0.1891317928
1442	0.1891102149
1443	0.1890884781
1444	0.1890625127
1445	0.1890392092
1446	0.1890172356
1447	0.1889870248
1448	0.1889612787
1449	0.1889402783
1450	0.1889118577
1451	0.188895134
1452	0.1888819534
1453	0.1888492212
1454	0.1888201093
1455	0.1887944941
1456	0.1887803647
1457	0.1887546876
1458	0.1887319367
1459	0.188701837
1460	0.1886894512
1461	0.1886667287
1462	0.188638744
1463	0.1886171516
1464	0.1885912926
1465	0.1885625588
1466	0.1885404139
1467	0.1885257367
1468	0.1885113041
1469	0.1884858881
1470	0.1884673821
1471	0.1884488894
1472	0.1884348856
1473	0.1884118941
1474	0.1883671952
1475	0.1883427241
1476	0.1883234927
1477	0.1883021886
1478	0.1882787199
1479	0.1882586035
1480	0.1882362855
1481	0.188210934
1482	0.1881854023
1483	0.1881676382
1484	0.1881529022
1485	0.1881301259
1486	0.1881009224
1487	0.1880785468
1488	0.1880579716
1489	0.1879972302
1490	0.1879802589
1491	0.1879592639
1492	0.187880536
1493	0.1878573977
1494	0.1878300322
1495	0.1878180026
1496	0.1877939666
1497	0.1877753975
1498	0.1877522071
1499	0.1877196706
1500	0.1876996492
1501	0.1876728416
1502	0.1876518964
1503	0.187633452
1504	0.1876153815
1505	0.1876006232
1506	0.1875752629
1507	0.18754057
1508	0.187524371
1509	0.1874838151
1510	0.1874730758
1511	0.1874450485
